date,local_code,location_name,zone_name,population,age_group,dose_1,dose_2,total_doses_administered,percent_pop_1_plus_dose,percent_pop_fully_immunized
2021/05/16,Z2.6.C.04,CROSSFIELD,CALGARY,508,75+ years,395,290,685,77.7,57
2021/05/16,Z2.6.C.04,CROSSFIELD,CALGARY,9432,All age years,3322,430,3752,35.2,4.6
2021/05/16,Z2.6.C.05,DIDSBURY,CALGARY,1044,12-19 years,241,4,245,23.1,0.4
2021/05/16,Z2.6.C.05,DIDSBURY,CALGARY,3607,20-39 years,782,73,855,21.7,2
2021/05/16,Z2.6.C.05,DIDSBURY,CALGARY,4485,40-59 years,1939,145,2084,43.2,3.2
2021/05/16,Z2.6.C.05,DIDSBURY,CALGARY,3319,60-74 years,2360,186,2546,71.1,5.6
2021/05/16,Z2.6.C.05,DIDSBURY,CALGARY,1209,75+ years,1074,848,1922,88.9,70.2
2021/05/16,Z2.6.C.05,DIDSBURY,CALGARY,16700,All age years,6404,1256,7660,38.3,7.5
2021/05/16,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,3247,12-19 years,857,7,864,26.4,0.2
2021/05/16,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,12658,20-39 years,4141,356,4497,32.7,2.8
2021/05/16,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,14175,40-59 years,8393,566,8959,59.2,4
2021/05/16,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,9720,60-74 years,7461,835,8296,76.8,8.6
2021/05/16,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,2978,75+ years,2536,2310,4846,85.1,77.6
2021/05/16,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,52406,All age years,23417,4074,27491,44.7,7.8
2021/05/16,Z2.7.B.02,CANMORE,CALGARY,1515,12-19 years,556,16,572,36.7,1.1
2021/05/16,Z2.7.B.02,CANMORE,CALGARY,8460,20-39 years,2851,286,3137,33.7,3.4
2021/05/16,Z2.7.B.02,CANMORE,CALGARY,7679,40-59 years,4716,420,5136,61.4,5.5
2021/05/16,Z2.7.B.02,CANMORE,CALGARY,4711,60-74 years,3706,399,4105,78.7,8.5
2021/05/16,Z2.7.B.02,CANMORE,CALGARY,1267,75+ years,1074,995,2069,84.8,78.5
2021/05/16,Z2.7.B.02,CANMORE,CALGARY,28270,All age years,12925,2116,15041,45.7,7.5
2021/05/16,Z2.7.B.03,BANFF,CALGARY,486,12-19 years,164,0,164,33.8,0
2021/05/16,Z2.7.B.03,BANFF,CALGARY,7824,20-39 years,2840,40,2880,36.3,0.5
2021/05/16,Z2.7.B.03,BANFF,CALGARY,2983,40-59 years,1768,68,1836,59.3,2.3
2021/05/16,Z2.7.B.03,BANFF,CALGARY,1082,60-74 years,822,59,881,76,5.5
2021/05/16,Z2.7.B.03,BANFF,CALGARY,301,75+ years,262,235,497,87.1,78.1
2021/05/16,Z2.7.B.03,BANFF,CALGARY,13665,All age years,5861,402,6263,42.9,2.9
2021/05/16,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,1279,12-19 years,221,6,227,17.3,0.5
2021/05/16,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,5102,20-39 years,1027,135,1162,20.1,2.6
2021/05/16,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,5199,40-59 years,2184,198,2382,42,3.8
2021/05/16,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,3606,60-74 years,2443,236,2679,67.7,6.5
2021/05/16,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,1381,75+ years,1108,869,1977,80.2,62.9
2021/05/16,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,20358,All age years,6989,1444,8433,34.3,7.1
2021/05/16,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,1106,12-19 years,158,4,162,14.3,0.4
2021/05/16,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,4686,20-39 years,786,82,868,16.8,1.8
2021/05/16,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,4799,40-59 years,1831,123,1954,38.2,2.6
2021/05/16,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,3017,60-74 years,2004,119,2123,66.4,3.9
2021/05/16,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,1098,75+ years,863,504,1367,78.6,45.9
2021/05/16,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,18113,All age years,5649,832,6481,31.2,4.6
2021/05/16,Z3.2.A.01,SUNDRE,CENTRAL,414,12-19 years,72,3,75,17.4,0.7
2021/05/16,Z3.2.A.01,SUNDRE,CENTRAL,1432,20-39 years,255,24,279,17.8,1.7
2021/05/16,Z3.2.A.01,SUNDRE,CENTRAL,1750,40-59 years,692,41,733,39.6,2.3
2021/05/16,Z3.2.A.01,SUNDRE,CENTRAL,1633,60-74 years,1097,68,1165,67.2,4.2
2021/05/16,Z3.2.A.01,SUNDRE,CENTRAL,647,75+ years,518,298,816,80,46
2021/05/16,Z3.2.A.01,SUNDRE,CENTRAL,6847,All age years,2636,434,3070,38.5,6.3
2021/05/16,Z3.2.A.02,OLDS,CENTRAL,707,12-19 years,235,1,236,33.2,0.1
2021/05/16,Z3.2.A.02,OLDS,CENTRAL,3167,20-39 years,876,93,969,27.7,2.9
2021/05/16,Z3.2.A.02,OLDS,CENTRAL,3103,40-59 years,1543,116,1659,49.7,3.7
2021/05/16,Z3.2.A.02,OLDS,CENTRAL,2280,60-74 years,1692,135,1827,74.2,5.9
2021/05/16,Z3.2.A.02,OLDS,CENTRAL,1355,75+ years,1103,886,1989,81.4,65.4
2021/05/16,Z3.2.A.02,OLDS,CENTRAL,12662,All age years,5456,1231,6687,43.1,9.7
2021/05/16,Z3.2.B.03,INNISFAIL,CENTRAL,911,12-19 years,170,6,176,18.7,0.7
2021/05/16,Z3.2.B.03,INNISFAIL,CENTRAL,3773,20-39 years,864,81,945,22.9,2.1
2021/05/16,Z3.2.B.03,INNISFAIL,CENTRAL,4106,40-59 years,1949,137,2086,47.5,3.3
2021/05/16,Z3.2.B.03,INNISFAIL,CENTRAL,3248,60-74 years,2386,187,2573,73.5,5.8
2021/05/16,Z3.2.B.03,INNISFAIL,CENTRAL,1468,75+ years,1260,868,2128,85.9,59.1
2021/05/16,Z3.2.B.03,INNISFAIL,CENTRAL,15923,All age years,6633,1279,7912,41.7,8
2021/05/16,Z3.2.C.04,RED DEER COUNTY,CENTRAL,1700,12-19 years,421,3,424,24.8,0.2
2021/05/16,Z3.2.C.04,RED DEER COUNTY,CENTRAL,8941,20-39 years,2063,202,2265,23.1,2.3
2021/05/16,Z3.2.C.04,RED DEER COUNTY,CENTRAL,7587,40-59 years,3400,205,3605,44.8,2.7
2021/05/16,Z3.2.C.04,RED DEER COUNTY,CENTRAL,4663,60-74 years,3099,256,3355,66.5,5.5
2021/05/16,Z3.2.C.04,RED DEER COUNTY,CENTRAL,1409,75+ years,1095,843,1938,77.7,59.8
2021/05/16,Z3.2.C.04,RED DEER COUNTY,CENTRAL,30540,All age years,10097,1509,11606,33.1,4.9
2021/05/16,Z3.2.C.05,SYLVAN LAKE,CENTRAL,1123,12-19 years,282,3,285,25.1,0.3
2021/05/16,Z3.2.C.05,SYLVAN LAKE,CENTRAL,5697,20-39 years,1323,131,1454,23.2,2.3
2021/05/16,Z3.2.C.05,SYLVAN LAKE,CENTRAL,4766,40-59 years,2158,133,2291,45.3,2.8
2021/05/16,Z3.2.C.05,SYLVAN LAKE,CENTRAL,2413,60-74 years,1670,128,1798,69.2,5.3
2021/05/16,Z3.2.C.05,SYLVAN LAKE,CENTRAL,631,75+ years,529,411,940,83.8,65.1
2021/05/16,Z3.2.C.05,SYLVAN LAKE,CENTRAL,18367,All age years,5971,806,6777,32.5,4.4
2021/05/16,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,697,12-19 years,165,7,172,23.7,1
2021/05/16,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,2481,20-39 years,589,73,662,23.7,2.9
2021/05/16,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,2658,40-59 years,1148,119,1267,43.2,4.5
2021/05/16,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,2052,60-74 years,1361,108,1469,66.3,5.3
2021/05/16,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,1005,75+ years,761,489,1250,75.7,48.6
2021/05/16,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,10858,All age years,4032,796,4828,37.1,7.3
2021/05/16,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,716,12-19 years,206,3,209,28.8,0.4
2021/05/16,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,2837,20-39 years,819,94,913,28.9,3.3
2021/05/16,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,3069,40-59 years,1516,143,1659,49.4,4.7
2021/05/16,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,2396,60-74 years,1750,151,1901,73,6.3
2021/05/16,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,961,75+ years,829,611,1440,86.2,63.6
2021/05/16,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,11848,All age years,5123,1002,6125,43.2,8.5
2021/05/16,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,207,12-19 years,28,3,31,13.5,1.4
2021/05/16,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,776,20-39 years,161,22,183,20.7,2.8
2021/05/16,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,960,40-59 years,392,42,434,40.8,4.4
2021/05/16,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,803,60-74 years,506,38,544,63,4.7
2021/05/16,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,372,75+ years,324,228,552,87.1,61.3
2021/05/16,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,3673,All age years,1414,333,1747,38.5,9.1
2021/05/16,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,745,12-19 years,159,4,163,21.3,0.5
2021/05/16,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,3014,20-39 years,666,88,754,22.1,2.9
2021/05/16,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,3001,40-59 years,1304,119,1423,43.5,4
2021/05/16,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,2371,60-74 years,1586,152,1738,66.9,6.4
2021/05/16,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,1156,75+ years,940,680,1620,81.3,58.8
2021/05/16,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,12597,All age years,4658,1043,5701,37,8.3
2021/05/16,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,428,12-19 years,43,0,43,10.1,0
2021/05/16,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,1396,20-39 years,278,60,338,19.9,4.3
2021/05/16,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,1515,40-59 years,571,82,653,37.7,5.4
2021/05/16,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,1210,60-74 years,802,229,1031,66.3,18.9
2021/05/16,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,518,75+ years,403,316,719,77.7,61
2021/05/16,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,6194,All age years,2099,687,2786,33.9,11.1
2021/05/16,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,2300,12-19 years,539,31,570,23.4,1.3
2021/05/16,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,8308,20-39 years,2346,494,2840,28.2,5.9
2021/05/16,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,7809,40-59 years,3959,726,4685,50.7,9.3
2021/05/16,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,5668,60-74 years,4088,662,4750,72.1,11.7
2021/05/16,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,2415,75+ years,2067,1657,3724,85.6,68.6
2021/05/16,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,33659,All age years,13012,3570,16582,38.7,10.6
2021/05/16,Z3.4.B.02,PONOKA,CENTRAL,740,12-19 years,179,7,186,24.2,0.9
2021/05/16,Z3.4.B.02,PONOKA,CENTRAL,3210,20-39 years,808,126,934,25.2,3.9
2021/05/16,Z3.4.B.02,PONOKA,CENTRAL,2960,40-59 years,1482,185,1667,50.1,6.3
2021/05/16,Z3.4.B.02,PONOKA,CENTRAL,2200,60-74 years,1543,163,1706,70.1,7.4
2021/05/16,Z3.4.B.02,PONOKA,CENTRAL,1011,75+ years,828,643,1471,81.9,63.6
2021/05/16,Z3.4.B.02,PONOKA,CENTRAL,12487,All age years,4842,1124,5966,38.8,9
2021/05/16,Z3.4.B.03,RIMBEY,CENTRAL,567,12-19 years,97,0,97,17.1,0
2021/05/16,Z3.4.B.03,RIMBEY,CENTRAL,2214,20-39 years,389,43,432,17.6,1.9
2021/05/16,Z3.4.B.03,RIMBEY,CENTRAL,2471,40-59 years,910,80,990,36.8,3.2
2021/05/16,Z3.4.B.03,RIMBEY,CENTRAL,2265,60-74 years,1520,102,1622,67.1,4.5
2021/05/16,Z3.4.B.03,RIMBEY,CENTRAL,928,75+ years,746,480,1226,80.4,51.7
2021/05/16,Z3.4.B.03,RIMBEY,CENTRAL,10134,All age years,3668,705,4373,36.2,7
2021/05/16,Z3.4.B.04,LACOMBE,CENTRAL,1497,12-19 years,348,5,353,23.2,0.3
2021/05/16,Z3.4.B.04,LACOMBE,CENTRAL,6146,20-39 years,1626,156,1782,26.5,2.5
2021/05/16,Z3.4.B.04,LACOMBE,CENTRAL,5817,40-59 years,2842,203,3045,48.9,3.5
2021/05/16,Z3.4.B.04,LACOMBE,CENTRAL,4089,60-74 years,2813,237,3050,68.8,5.8
2021/05/16,Z3.4.B.04,LACOMBE,CENTRAL,1684,75+ years,1362,959,2321,80.9,57
2021/05/16,Z3.4.B.04,LACOMBE,CENTRAL,23679,All age years,9007,1560,10567,38,6.6
2021/05/16,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,1664,12-19 years,513,6,519,30.8,0.4
2021/05/16,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,7537,20-39 years,2584,336,2920,34.3,4.5
2021/05/16,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,7156,40-59 years,4247,475,4722,59.3,6.6
2021/05/16,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,5681,60-74 years,4449,452,4901,78.3,8
2021/05/16,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,2987,75+ years,2655,2338,4993,88.9,78.3
2021/05/16,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,30202,All age years,14469,3607,18076,47.9,11.9
2021/05/16,Z3.5.B.02,TOFIELD,CENTRAL,430,12-19 years,66,1,67,15.3,0.2
2021/05/16,Z3.5.B.02,TOFIELD,CENTRAL,1803,20-39 years,499,50,549,27.7,2.8
2021/05/16,Z3.5.B.02,TOFIELD,CENTRAL,2038,40-59 years,974,80,1054,47.8,3.9
2021/05/16,Z3.5.B.02,TOFIELD,CENTRAL,1580,60-74 years,1148,113,1261,72.6,7.2
2021/05/16,Z3.5.B.02,TOFIELD,CENTRAL,619,75+ years,491,368,859,79.3,59.5
2021/05/16,Z3.5.B.02,TOFIELD,CENTRAL,7876,All age years,3180,612,3792,40.4,7.8
2021/05/16,Z3.5.B.03,VIKING,CENTRAL,134,12-19 years,32,2,34,23.9,1.5
2021/05/16,Z3.5.B.03,VIKING,CENTRAL,505,20-39 years,134,26,160,26.5,5.2
2021/05/16,Z3.5.B.03,VIKING,CENTRAL,585,40-59 years,315,36,351,53.8,6.2
2021/05/16,Z3.5.B.03,VIKING,CENTRAL,514,60-74 years,361,39,400,70.3,7.6
2021/05/16,Z3.5.B.03,VIKING,CENTRAL,285,75+ years,236,191,427,82.7,66.9
2021/05/16,Z3.5.B.03,VIKING,CENTRAL,2385,All age years,1078,294,1372,45.2,12.3
2021/05/16,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,529,12-19 years,133,7,140,25.1,1.3
2021/05/16,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,1817,20-39 years,490,61,551,27,3.4
2021/05/16,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,2106,40-59 years,1101,110,1211,52.3,5.2
2021/05/16,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,1795,60-74 years,1380,127,1507,76.9,7.1
2021/05/16,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,840,75+ years,720,581,1301,85.7,69.1
2021/05/16,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,8424,All age years,3826,886,4712,45.4,10.5
2021/05/16,Z3.5.C.05,MD OF PROVOST,CENTRAL,356,12-19 years,54,3,57,15.2,0.8
2021/05/16,Z3.5.C.05,MD OF PROVOST,CENTRAL,1236,20-39 years,230,32,262,18.6,2.6
2021/05/16,Z3.5.C.05,MD OF PROVOST,CENTRAL,1256,40-59 years,477,49,526,38,3.9
2021/05/16,Z3.5.C.05,MD OF PROVOST,CENTRAL,806,60-74 years,551,48,599,68.4,6
2021/05/16,Z3.5.C.05,MD OF PROVOST,CENTRAL,377,75+ years,315,230,545,83.5,60.9
2021/05/16,Z3.5.C.05,MD OF PROVOST,CENTRAL,4891,All age years,1628,362,1990,33.3,7.4
2021/05/16,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,783,12-19 years,198,0,198,25.3,0
2021/05/16,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,3204,20-39 years,944,82,1026,29.5,2.6
2021/05/16,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,2953,40-59 years,1514,113,1627,51.3,3.8
2021/05/16,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,1938,60-74 years,1400,95,1495,72.2,4.9
2021/05/16,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,779,75+ years,659,524,1183,84.6,67.3
2021/05/16,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,12030,All age years,4718,814,5532,39.2,6.8
2021/05/16,Z3.6.A.01,LAMONT COUNTY,CENTRAL,298,12-19 years,86,2,88,28.9,0.7
2021/05/16,Z3.6.A.01,LAMONT COUNTY,CENTRAL,1485,20-39 years,342,47,389,23,3.2
2021/05/16,Z3.6.A.01,LAMONT COUNTY,CENTRAL,1564,40-59 years,762,77,839,48.7,4.9
2021/05/16,Z3.6.A.01,LAMONT COUNTY,CENTRAL,1409,60-74 years,1007,96,1103,71.5,6.8
2021/05/16,Z3.6.A.01,LAMONT COUNTY,CENTRAL,597,75+ years,513,402,915,86,67.4
2021/05/16,Z3.6.A.01,LAMONT COUNTY,CENTRAL,6427,All age years,2711,624,3335,42.2,9.7
2021/05/16,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,437,12-19 years,30,0,30,6.9,0
2021/05/16,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,1380,20-39 years,167,27,194,12.1,2
2021/05/16,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,1106,40-59 years,352,45,397,31.8,4.1
2021/05/16,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,801,60-74 years,567,168,735,70.7,21
2021/05/16,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,435,75+ years,360,296,656,82.8,68.1
2021/05/16,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,5608,All age years,1477,536,2013,26.3,9.6
2021/05/16,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,565,12-19 years,163,5,168,28.9,0.9
2021/05/16,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,2342,20-39 years,692,77,769,29.5,3.3
2021/05/16,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,2594,40-59 years,1440,144,1584,55.5,5.6
2021/05/16,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,2003,60-74 years,1516,165,1681,75.7,8.2
2021/05/16,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,1150,75+ years,981,726,1707,85.3,63.1
2021/05/16,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,10314,All age years,4797,1117,5914,46.5,10.8
2021/05/16,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,2443,12-19 years,368,2,370,15.1,0.1
2021/05/16,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,10018,20-39 years,1636,104,1740,16.3,1
2021/05/16,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,9494,40-59 years,1904,130,2034,20.1,1.4
2021/05/16,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,5524,60-74 years,2454,293,2747,44.4,5.3
2021/05/16,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,2355,75+ years,1331,905,2236,56.5,38.4
2021/05/16,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,36913,All age years,7707,1434,9141,20.9,3.9
2021/05/16,Z3.7.A.01,RED DEER - NORTH,CENTRAL,2094,12-19 years,577,4,581,27.6,0.2
2021/05/16,Z3.7.A.01,RED DEER - NORTH,CENTRAL,10995,20-39 years,3010,279,3289,27.4,2.5
2021/05/16,Z3.7.A.01,RED DEER - NORTH,CENTRAL,9039,40-59 years,4652,351,5003,51.5,3.9
2021/05/16,Z3.7.A.01,RED DEER - NORTH,CENTRAL,4945,60-74 years,3698,393,4091,74.8,7.9
2021/05/16,Z3.7.A.01,RED DEER - NORTH,CENTRAL,1736,75+ years,1502,1278,2780,86.5,73.6
2021/05/16,Z3.7.A.01,RED DEER - NORTH,CENTRAL,35527,All age years,13456,2305,15761,37.9,6.5
2021/05/16,Z3.7.B.02,RED DEER - SW,CENTRAL,671,12-19 years,139,2,141,20.7,0.3
2021/05/16,Z3.7.B.02,RED DEER - SW,CENTRAL,4840,20-39 years,1301,124,1425,26.9,2.6
2021/05/16,Z3.7.B.02,RED DEER - SW,CENTRAL,4125,40-59 years,1881,121,2002,45.6,2.9
2021/05/16,Z3.7.B.02,RED DEER - SW,CENTRAL,2684,60-74 years,1850,174,2024,68.9,6.5
2021/05/16,Z3.7.B.02,RED DEER - SW,CENTRAL,1253,75+ years,988,753,1741,78.8,60.1
2021/05/16,Z3.7.B.02,RED DEER - SW,CENTRAL,15728,All age years,6162,1174,7336,39.2,7.5
2021/05/16,Z3.7.C.03,RED DEER - EAST,CENTRAL,3540,12-19 years,1422,15,1437,40.2,0.4
2021/05/16,Z3.7.C.03,RED DEER - EAST,CENTRAL,15630,20-39 years,5729,689,6418,36.7,4.4
2021/05/16,Z3.7.C.03,RED DEER - EAST,CENTRAL,14810,40-59 years,8792,680,9472,59.4,4.6
2021/05/16,Z3.7.C.03,RED DEER - EAST,CENTRAL,8147,60-74 years,6477,688,7165,79.5,8.4
2021/05/16,Z3.7.C.03,RED DEER - EAST,CENTRAL,3166,75+ years,2722,2124,4846,86,67.1
2021/05/16,Z3.7.C.03,RED DEER - EAST,CENTRAL,55457,All age years,25188,4196,29384,45.4,7.6
2021/05/16,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,1962,12-19 years,487,5,492,24.8,0.3
2021/05/16,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,22826,20-39 years,8268,767,9035,36.2,3.4
2021/05/16,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,15891,40-59 years,8651,539,9190,54.4,3.4
2021/05/16,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,8756,60-74 years,6636,912,7548,75.8,10.4
2021/05/16,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,3772,75+ years,3217,2727,5944,85.3,72.3
2021/05/16,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,60961,All age years,27273,4950,32223,44.7,8.1
2021/05/16,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,1548,12-19 years,496,10,506,32,0.6
2021/05/16,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,10005,20-39 years,4130,412,4542,41.3,4.1
2021/05/16,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,8882,40-59 years,5595,383,5978,63,4.3
2021/05/16,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,5169,60-74 years,3996,400,4396,77.3,7.7
2021/05/16,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,1867,75+ years,1650,1419,3069,88.4,76
2021/05/16,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,33412,All age years,15886,2624,18510,47.5,7.9
2021/05/16,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,2507,12-19 years,535,6,541,21.3,0.2
2021/05/16,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,13813,20-39 years,4404,411,4815,31.9,3
2021/05/16,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,12382,40-59 years,6660,551,7211,53.8,4.4
2021/05/16,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,7061,60-74 years,5252,669,5921,74.4,9.5
2021/05/16,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,3864,75+ years,3206,2784,5990,83,72
2021/05/16,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,47017,All age years,20069,4421,24490,42.7,9.4
2021/05/16,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,6095,12-19 years,2230,26,2256,36.6,0.4
2021/05/16,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,30189,20-39 years,14030,1500,15530,46.5,5
2021/05/16,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,28265,40-59 years,19187,1694,20881,67.9,6
2021/05/16,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,15334,60-74 years,12969,1605,14574,84.6,10.5
2021/05/16,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,5222,75+ years,4691,4142,8833,89.8,79.3
2021/05/16,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,105899,All age years,53184,8967,62151,50.2,8.5
2021/05/16,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,4539,12-19 years,1078,13,1091,23.7,0.3
2021/05/16,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,21000,20-39 years,7646,705,8351,36.4,3.4
2021/05/16,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,18520,40-59 years,11141,862,12003,60.2,4.7
2021/05/16,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,9725,60-74 years,8033,805,8838,82.6,8.3
2021/05/16,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,3652,75+ years,3265,2795,6060,89.4,76.5
2021/05/16,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,72888,All age years,31192,5180,36372,42.8,7.1
2021/05/16,Z4.2.B.02,EDMONTON - NORTHGATE,EDMONTON,4987,12-19 years,1107,19,1126,22.2,0.4
2021/05/16,Z4.2.B.02,EDMONTON - NORTHGATE,EDMONTON,24147,20-39 years,7644,656,8300,31.7,2.7
2021/05/16,Z4.2.B.02,EDMONTON - NORTHGATE,EDMONTON,20985,40-59 years,11936,753,12689,56.9,3.6
